"epoch","denim-frost-166 - _step","denim-frost-166 - _step__MIN","denim-frost-166 - _step__MAX","denim-frost-166 - train/loss_epoch","denim-frost-166 - train/loss_epoch__MIN","denim-frost-166 - train/loss_epoch__MAX","gallant-sun-165 - _step","gallant-sun-165 - _step__MIN","gallant-sun-165 - _step__MAX","gallant-sun-165 - train/loss_epoch","gallant-sun-165 - train/loss_epoch__MIN","gallant-sun-165 - train/loss_epoch__MAX","warm-elevator-164 - _step","warm-elevator-164 - _step__MIN","warm-elevator-164 - _step__MAX","warm-elevator-164 - train/loss_epoch","warm-elevator-164 - train/loss_epoch__MIN","warm-elevator-164 - train/loss_epoch__MAX","fresh-darkness-163 - _step","fresh-darkness-163 - _step__MIN","fresh-darkness-163 - _step__MAX","fresh-darkness-163 - train/loss_epoch","fresh-darkness-163 - train/loss_epoch__MIN","fresh-darkness-163 - train/loss_epoch__MAX","whole-eon-162 - _step","whole-eon-162 - _step__MIN","whole-eon-162 - _step__MAX","whole-eon-162 - train/loss_epoch","whole-eon-162 - train/loss_epoch__MIN","whole-eon-162 - train/loss_epoch__MAX","treasured-bush-159 - _step","treasured-bush-159 - _step__MIN","treasured-bush-159 - _step__MAX","treasured-bush-159 - train/loss_epoch","treasured-bush-159 - train/loss_epoch__MIN","treasured-bush-159 - train/loss_epoch__MAX","trim-water-158 - _step","trim-water-158 - _step__MIN","trim-water-158 - _step__MAX","trim-water-158 - train/loss_epoch","trim-water-158 - train/loss_epoch__MIN","trim-water-158 - train/loss_epoch__MAX","rose-fog-156 - _step","rose-fog-156 - _step__MIN","rose-fog-156 - _step__MAX","rose-fog-156 - train/loss_epoch","rose-fog-156 - train/loss_epoch__MIN","rose-fog-156 - train/loss_epoch__MAX","kind-durian-155 - _step","kind-durian-155 - _step__MIN","kind-durian-155 - _step__MAX","kind-durian-155 - train/loss_epoch","kind-durian-155 - train/loss_epoch__MIN","kind-durian-155 - train/loss_epoch__MAX","distinctive-disco-153 - _step","distinctive-disco-153 - _step__MIN","distinctive-disco-153 - _step__MAX","distinctive-disco-153 - train/loss_epoch","distinctive-disco-153 - train/loss_epoch__MIN","distinctive-disco-153 - train/loss_epoch__MAX","crisp-field-152 - _step","crisp-field-152 - _step__MIN","crisp-field-152 - _step__MAX","crisp-field-152 - train/loss_epoch","crisp-field-152 - train/loss_epoch__MIN","crisp-field-152 - train/loss_epoch__MAX","stoic-jazz-100 - _step","stoic-jazz-100 - _step__MIN","stoic-jazz-100 - _step__MAX","stoic-jazz-100 - train/loss_epoch","stoic-jazz-100 - train/loss_epoch__MIN","stoic-jazz-100 - train/loss_epoch__MAX"
"59","239","239","239","0.6129328608512878","0.6129328608512878","0.6129328608512878","239","239","239","0.605534553527832","0.605534553527832","0.605534553527832","239","239","239","0.6832351684570312","0.6832351684570312","0.6832351684570312","4811","4811","4811","0.9481554627418518","0.9481554627418518","0.9481554627418518","4811","4811","4811","0.9535427093505859","0.9535427093505859","0.9535427093505859","4811","4811","4811","0.7572330236434937","0.7572330236434937","0.7572330236434937","4811","4811","4811","0.8677293062210083","0.8677293062210083","0.8677293062210083","4811","4811","4811","0.9906609654426575","0.9906609654426575","0.9906609654426575","4811","4811","4811","0.9538468718528748","0.9538468718528748","0.9538468718528748","239","239","239","0.7063880562782288","0.7063880562782288","0.7063880562782288","4811","4811","4811","0.8139940500259399","0.8139940500259399","0.8139940500259399","4811","4811","4811","0.9444519281387329","0.9444519281387329","0.9444519281387329"
"60","243","243","243","0.606367826461792","0.606367826461792","0.606367826461792","243","243","243","0.6008596420288086","0.6008596420288086","0.6008596420288086","243","243","243","0.6740641593933105","0.6740641593933105","0.6740641593933105","4891","4891","4891","0.944632351398468","0.944632351398468","0.944632351398468","4891","4891","4891","0.9492521286010742","0.9492521286010742","0.9492521286010742","4891","4891","4891","0.7497633099555969","0.7497633099555969","0.7497633099555969","4891","4891","4891","0.8586843609809875","0.8586843609809875","0.8586843609809875","4891","4891","4891","0.9872442483901978","0.9872442483901978","0.9872442483901978","4891","4891","4891","0.9484292268753052","0.9484292268753052","0.9484292268753052","243","243","243","0.7032934427261353","0.7032934427261353","0.7032934427261353","4891","4891","4891","0.8072129487991333","0.8072129487991333","0.8072129487991333","4891","4891","4891","0.9431014657020569","0.9431014657020569","0.9431014657020569"
"61","247","247","247","0.6048134565353394","0.6048134565353394","0.6048134565353394","247","247","247","0.6005880832672119","0.6005880832672119","0.6005880832672119","247","247","247","0.6711768507957458","0.6711768507957458","0.6711768507957458","4971","4971","4971","0.9474570155143738","0.9474570155143738","0.9474570155143738","4971","4971","4971","0.9535567164421082","0.9535567164421082","0.9535567164421082","4971","4971","4971","0.7530179619789124","0.7530179619789124","0.7530179619789124","4971","4971","4971","0.8646978735923767","0.8646978735923767","0.8646978735923767","4971","4971","4971","0.9961743950843811","0.9961743950843811","0.9961743950843811","4971","4971","4971","0.9590206146240234","0.9590206146240234","0.9590206146240234","247","247","247","0.6996564269065857","0.6996564269065857","0.6996564269065857","4971","4971","4971","0.8087871074676514","0.8087871074676514","0.8087871074676514","4971","4971","4971","0.9496439099311829","0.9496439099311829","0.9496439099311829"
"62","251","251","251","0.5946432948112488","0.5946432948112488","0.5946432948112488","251","251","251","0.5882116556167603","0.5882116556167603","0.5882116556167603","251","251","251","0.6575063467025757","0.6575063467025757","0.6575063467025757","5051","5051","5051","0.9486340880393982","0.9486340880393982","0.9486340880393982","5051","5051","5051","0.9472909569740295","0.9472909569740295","0.9472909569740295","5051","5051","5051","0.7491289973258972","0.7491289973258972","0.7491289973258972","5051","5051","5051","0.8615521788597107","0.8615521788597107","0.8615521788597107","5051","5051","5051","0.9965639114379883","0.9965639114379883","0.9965639114379883","5051","5051","5051","0.9569333791732788","0.9569333791732788","0.9569333791732788","251","251","251","0.6872106194496155","0.6872106194496155","0.6872106194496155","5051","5051","5051","0.8026429414749146","0.8026429414749146","0.8026429414749146","5051","5051","5051","0.9503922462463379","0.9503922462463379","0.9503922462463379"
"63","255","255","255","0.5916444063186646","0.5916444063186646","0.5916444063186646","255","255","255","0.5831096768379211","0.5831096768379211","0.5831096768379211","255","255","255","0.6470556855201721","0.6470556855201721","0.6470556855201721","5131","5131","5131","0.946479082107544","0.946479082107544","0.946479082107544","5131","5131","5131","0.9486798644065857","0.9486798644065857","0.9486798644065857","5131","5131","5131","0.7486279606819153","0.7486279606819153","0.7486279606819153","5131","5131","5131","0.8593897819519043","0.8593897819519043","0.8593897819519043","5131","5131","5131","0.9913829565048218","0.9913829565048218","0.9913829565048218","5131","5131","5131","0.9563815593719482","0.9563815593719482","0.9563815593719482","255","255","255","0.6791401505470276","0.6791401505470276","0.6791401505470276","5131","5131","5131","0.8034535646438599","0.8034535646438599","0.8034535646438599","5131","5131","5131","0.9461228847503662","0.9461228847503662","0.9461228847503662"
"64","259","259","259","0.5867756009101868","0.5867756009101868","0.5867756009101868","259","259","259","0.575912356376648","0.575912356376648","0.575912356376648","259","259","259","0.6462489366531372","0.6462489366531372","0.6462489366531372","5211","5211","5211","0.95213782787323","0.95213782787323","0.95213782787323","5211","5211","5211","0.9408498406410217","0.9408498406410217","0.9408498406410217","5211","5211","5211","0.7498908638954163","0.7498908638954163","0.7498908638954163","5211","5211","5211","0.8624284863471985","0.8624284863471985","0.8624284863471985","5211","5211","5211","0.9988828897476196","0.9988828897476196","0.9988828897476196","5211","5211","5211","0.9500747919082642","0.9500747919082642","0.9500747919082642","259","259","259","0.6750707030296326","0.6750707030296326","0.6750707030296326","5211","5211","5211","0.8040561079978943","0.8040561079978943","0.8040561079978943","5211","5211","5211","0.9435279965400696","0.9435279965400696","0.9435279965400696"
"65","263","263","263","0.5826606154441833","0.5826606154441833","0.5826606154441833","263","263","263","0.5737035274505615","0.5737035274505615","0.5737035274505615","263","263","263","0.6423757672309875","0.6423757672309875","0.6423757672309875","5291","5291","5291","0.9385722875595093","0.9385722875595093","0.9385722875595093","5291","5291","5291","0.9394899010658264","0.9394899010658264","0.9394899010658264","5291","5291","5291","0.741671621799469","0.741671621799469","0.741671621799469","5291","5291","5291","0.8527751564979553","0.8527751564979553","0.8527751564979553","5291","5291","5291","0.9898606538772583","0.9898606538772583","0.9898606538772583","5291","5291","5291","0.9452186226844788","0.9452186226844788","0.9452186226844788","263","263","263","0.6726171970367432","0.6726171970367432","0.6726171970367432","5291","5291","5291","0.7952404022216797","0.7952404022216797","0.7952404022216797","5291","5291","5291","0.9359107613563538","0.9359107613563538","0.9359107613563538"
"66","267","267","267","0.5769450068473816","0.5769450068473816","0.5769450068473816","267","267","267","0.5687191486358643","0.5687191486358643","0.5687191486358643","267","267","267","0.6361855864524841","0.6361855864524841","0.6361855864524841","5371","5371","5371","0.9380239248275757","0.9380239248275757","0.9380239248275757","5371","5371","5371","0.9407340884208679","0.9407340884208679","0.9407340884208679","5371","5371","5371","0.7385743856430054","0.7385743856430054","0.7385743856430054","5371","5371","5371","0.8509716987609863","0.8509716987609863","0.8509716987609863","5371","5371","5371","0.9925059080123901","0.9925059080123901","0.9925059080123901","5371","5371","5371","0.944269597530365","0.944269597530365","0.944269597530365","267","267","267","0.6649918556213379","0.6649918556213379","0.6649918556213379","5371","5371","5371","0.7933715581893921","0.7933715581893921","0.7933715581893921","5371","5371","5371","0.935847282409668","0.935847282409668","0.935847282409668"
"67","271","271","271","0.5743920207023621","0.5743920207023621","0.5743920207023621","271","271","271","0.5708875060081482","0.5708875060081482","0.5708875060081482","271","271","271","0.6320086121559143","0.6320086121559143","0.6320086121559143","5451","5451","5451","0.9395518898963928","0.9395518898963928","0.9395518898963928","5451","5451","5451","0.938553512096405","0.938553512096405","0.938553512096405","5451","5451","5451","0.738186240196228","0.738186240196228","0.738186240196228","5451","5451","5451","0.8491045832633972","0.8491045832633972","0.8491045832633972","5451","5451","5451","0.9975035190582275","0.9975035190582275","0.9975035190582275","5451","5451","5451","0.9437604546546936","0.9437604546546936","0.9437604546546936","271","271","271","0.6626061797142029","0.6626061797142029","0.6626061797142029","5451","5451","5451","0.7969698309898376","0.7969698309898376","0.7969698309898376","5451","5451","5451","0.9410369396209717","0.9410369396209717","0.9410369396209717"
"68","275","275","275","0.5650999546051025","0.5650999546051025","0.5650999546051025","275","275","275","0.5643383264541626","0.5643383264541626","0.5643383264541626","275","275","275","0.6273545622825623","0.6273545622825623","0.6273545622825623","5531","5531","5531","0.9409413933753967","0.9409413933753967","0.9409413933753967","5531","5531","5531","0.9412391185760498","0.9412391185760498","0.9412391185760498","5531","5531","5531","0.7374552488327026","0.7374552488327026","0.7374552488327026","5531","5531","5531","0.8528038263320923","0.8528038263320923","0.8528038263320923","5531","5531","5531","0.9992634654045105","0.9992634654045105","0.9992634654045105","5531","5531","5531","0.9397428035736084","0.9397428035736084","0.9397428035736084","275","275","275","0.6530278325080872","0.6530278325080872","0.6530278325080872","5531","5531","5531","0.7907139658927917","0.7907139658927917","0.7907139658927917","5531","5531","5531","0.9358365535736084","0.9358365535736084","0.9358365535736084"
"69","279","279","279","0.563098132610321","0.563098132610321","0.563098132610321","279","279","279","0.5583394765853882","0.5583394765853882","0.5583394765853882","279","279","279","0.61850905418396","0.61850905418396","0.61850905418396","5613","5613","5613","0.9406041502952576","0.9406041502952576","0.9406041502952576","5613","5613","5613","0.9333606362342834","0.9333606362342834","0.9333606362342834","5613","5613","5613","0.7332669496536255","0.7332669496536255","0.7332669496536255","5613","5613","5613","0.8487426042556763","0.8487426042556763","0.8487426042556763","5613","5613","5613","0.9918331503868103","0.9918331503868103","0.9918331503868103","5613","5613","5613","0.93731689453125","0.93731689453125","0.93731689453125","279","279","279","0.6489115357398987","0.6489115357398987","0.6489115357398987","5613","5613","5613","0.7897936701774597","0.7897936701774597","0.7897936701774597","5613","5613","5613","0.9323083758354187","0.9323083758354187","0.9323083758354187"
"70","283","283","283","0.5611819624900818","0.5611819624900818","0.5611819624900818","283","283","283","0.5573421716690063","0.5573421716690063","0.5573421716690063","283","283","283","0.6156565546989441","0.6156565546989441","0.6156565546989441","5693","5693","5693","0.9416286945343018","0.9416286945343018","0.9416286945343018","5693","5693","5693","0.9398816227912903","0.9398816227912903","0.9398816227912903","5693","5693","5693","0.7386853098869324","0.7386853098869324","0.7386853098869324","5693","5693","5693","0.8529006242752075","0.8529006242752075","0.8529006242752075","5693","5693","5693","1.0040210485458374","1.0040210485458374","1.0040210485458374","5693","5693","5693","0.9414563775062561","0.9414563775062561","0.9414563775062561","283","283","283","0.6446483731269836","0.6446483731269836","0.6446483731269836","5693","5693","5693","0.7935118079185486","0.7935118079185486","0.7935118079185486","5693","5693","5693","0.9405815601348877","0.9405815601348877","0.9405815601348877"
"71","287","287","287","0.5619179010391235","0.5619179010391235","0.5619179010391235","287","287","287","0.5571956634521484","0.5571956634521484","0.5571956634521484","287","287","287","0.6127098798751831","0.6127098798751831","0.6127098798751831","5773","5773","5773","0.9273138046264648","0.9273138046264648","0.9273138046264648","5773","5773","5773","0.9278898239135742","0.9278898239135742","0.9278898239135742","5773","5773","5773","0.7267761826515198","0.7267761826515198","0.7267761826515198","5773","5773","5773","0.8467393517494202","0.8467393517494202","0.8467393517494202","5773","5773","5773","0.9961951375007629","0.9961951375007629","0.9961951375007629","5773","5773","5773","0.9319114089012146","0.9319114089012146","0.9319114089012146","287","287","287","0.6403394341468811","0.6403394341468811","0.6403394341468811","5773","5773","5773","0.7824529409408569","0.7824529409408569","0.7824529409408569","5773","5773","5773","0.9293949007987976","0.9293949007987976","0.9293949007987976"
"72","291","291","291","0.553954541683197","0.553954541683197","0.553954541683197","291","291","291","0.5510286092758179","0.5510286092758179","0.5510286092758179","291","291","291","0.6046547293663025","0.6046547293663025","0.6046547293663025","5853","5853","5853","0.9305287599563599","0.9305287599563599","0.9305287599563599","5853","5853","5853","0.9289560914039612","0.9289560914039612","0.9289560914039612","5853","5853","5853","0.7280402183532715","0.7280402183532715","0.7280402183532715","5853","5853","5853","0.8422468900680542","0.8422468900680542","0.8422468900680542","5853","5853","5853","0.9927597641944885","0.9927597641944885","0.9927597641944885","5853","5853","5853","0.9329289793968201","0.9329289793968201","0.9329289793968201","291","291","291","0.6309003829956055","0.6309003829956055","0.6309003829956055","5853","5853","5853","0.7825421094894409","0.7825421094894409","0.7825421094894409","5853","5853","5853","0.9239585399627686","0.9239585399627686","0.9239585399627686"
"73","295","295","295","0.5444867014884949","0.5444867014884949","0.5444867014884949","295","295","295","0.5378760695457458","0.5378760695457458","0.5378760695457458","295","295","295","0.5972383618354797","0.5972383618354797","0.5972383618354797","5933","5933","5933","0.9329186081886292","0.9329186081886292","0.9329186081886292","5933","5933","5933","0.929068386554718","0.929068386554718","0.929068386554718","5933","5933","5933","0.7276859879493713","0.7276859879493713","0.7276859879493713","5933","5933","5933","0.8418731093406677","0.8418731093406677","0.8418731093406677","5933","5933","5933","0.9960095882415771","0.9960095882415771","0.9960095882415771","5933","5933","5933","0.930384635925293","0.930384635925293","0.930384635925293","295","295","295","0.6243312358856201","0.6243312358856201","0.6243312358856201","5933","5933","5933","0.7811742424964905","0.7811742424964905","0.7811742424964905","5933","5933","5933","0.9258210062980652","0.9258210062980652","0.9258210062980652"
"74","299","299","299","0.5379036068916321","0.5379036068916321","0.5379036068916321","299","299","299","0.5333651304244995","0.5333651304244995","0.5333651304244995","299","299","299","0.5955836176872253","0.5955836176872253","0.5955836176872253","6013","6013","6013","0.9232953190803528","0.9232953190803528","0.9232953190803528","6013","6013","6013","0.9265955686569214","0.9265955686569214","0.9265955686569214","6013","6013","6013","0.7202073335647583","0.7202073335647583","0.7202073335647583","6013","6013","6013","0.8366837501525879","0.8366837501525879","0.8366837501525879","6013","6013","6013","1.0016088485717773","1.0016088485717773","1.0016088485717773","6013","6013","6013","0.933159589767456","0.933159589767456","0.933159589767456","299","299","299","0.6232632994651794","0.6232632994651794","0.6232632994651794","6013","6013","6013","0.7755914330482483","0.7755914330482483","0.7755914330482483","6013","6013","6013","0.9263119697570801","0.9263119697570801","0.9263119697570801"
"75","303","303","303","0.5394412279129028","0.5394412279129028","0.5394412279129028","303","303","303","0.5387073755264282","0.5387073755264282","0.5387073755264282","303","303","303","0.5904110074043274","0.5904110074043274","0.5904110074043274","6093","6093","6093","0.9197385907173157","0.9197385907173157","0.9197385907173157","6093","6093","6093","0.9221565127372742","0.9221565127372742","0.9221565127372742","6093","6093","6093","0.7187435030937195","0.7187435030937195","0.7187435030937195","6093","6093","6093","0.8355133533477783","0.8355133533477783","0.8355133533477783","6093","6093","6093","1.001754641532898","1.001754641532898","1.001754641532898","6093","6093","6093","0.9300908446311951","0.9300908446311951","0.9300908446311951","303","303","303","0.6177273392677307","0.6177273392677307","0.6177273392677307","6093","6093","6093","0.7745903730392456","0.7745903730392456","0.7745903730392456","6093","6093","6093","0.9229764342308044","0.9229764342308044","0.9229764342308044"
"76","307","307","307","0.5360226035118103","0.5360226035118103","0.5360226035118103","307","307","307","0.5345630645751953","0.5345630645751953","0.5345630645751953","307","307","307","0.5877014994621277","0.5877014994621277","0.5877014994621277","6173","6173","6173","0.9276939034461975","0.9276939034461975","0.9276939034461975","6173","6173","6173","0.9296095967292786","0.9296095967292786","0.9296095967292786","6173","6173","6173","0.7239075899124146","0.7239075899124146","0.7239075899124146","6173","6173","6173","0.8362354636192322","0.8362354636192322","0.8362354636192322","6173","6173","6173","1.001725196838379","1.001725196838379","1.001725196838379","6173","6173","6173","0.9351968169212341","0.9351968169212341","0.9351968169212341","307","307","307","0.6146515607833862","0.6146515607833862","0.6146515607833862","6173","6173","6173","0.7818586230278015","0.7818586230278015","0.7818586230278015","6173","6173","6173","0.9282379746437073","0.9282379746437073","0.9282379746437073"
"77","311","311","311","0.5388787388801575","0.5388787388801575","0.5388787388801575","311","311","311","0.5353834629058838","0.5353834629058838","0.5353834629058838","311","311","311","0.5862264037132263","0.5862264037132263","0.5862264037132263","6253","6253","6253","0.9215142130851746","0.9215142130851746","0.9215142130851746","6253","6253","6253","0.9206945300102234","0.9206945300102234","0.9206945300102234","6253","6253","6253","0.7167664766311646","0.7167664766311646","0.7167664766311646","6253","6253","6253","0.83317631483078","0.83317631483078","0.83317631483078","6253","6253","6253","1.003593921661377","1.003593921661377","1.003593921661377","6253","6253","6253","0.92525315284729","0.92525315284729","0.92525315284729","311","311","311","0.6141438484191895","0.6141438484191895","0.6141438484191895","6253","6253","6253","0.7714941501617432","0.7714941501617432","0.7714941501617432","6253","6253","6253","0.9222806096076965","0.9222806096076965","0.9222806096076965"
"78","315","315","315","0.5292956233024597","0.5292956233024597","0.5292956233024597","315","315","315","0.5260348916053772","0.5260348916053772","0.5260348916053772","315","315","315","0.580066442489624","0.580066442489624","0.580066442489624","6333","6333","6333","0.9203216433525085","0.9203216433525085","0.9203216433525085","6333","6333","6333","0.9183754920959473","0.9183754920959473","0.9183754920959473","6333","6333","6333","0.7120139002799988","0.7120139002799988","0.7120139002799988","6333","6333","6333","0.8309706449508667","0.8309706449508667","0.8309706449508667","6333","6333","6333","1.0039206743240356","1.0039206743240356","1.0039206743240356","6333","6333","6333","0.9227368831634521","0.9227368831634521","0.9227368831634521","315","315","315","0.6075720191001892","0.6075720191001892","0.6075720191001892","6333","6333","6333","0.7716372013092041","0.7716372013092041","0.7716372013092041","6333","6333","6333","0.9178656339645386","0.9178656339645386","0.9178656339645386"
"79","319","319","319","0.5281838178634644","0.5281838178634644","0.5281838178634644","319","319","319","0.520778477191925","0.520778477191925","0.520778477191925","319","319","319","0.573818564414978","0.573818564414978","0.573818564414978","6415","6415","6415","0.9207590818405151","0.9207590818405151","0.9207590818405151","6415","6415","6415","0.9210582971572876","0.9210582971572876","0.9210582971572876","6415","6415","6415","0.705571174621582","0.705571174621582","0.705571174621582","6415","6415","6415","0.8329492807388306","0.8329492807388306","0.8329492807388306","6415","6415","6415","0.9981391429901123","0.9981391429901123","0.9981391429901123","6415","6415","6415","0.9249727129936218","0.9249727129936218","0.9249727129936218","319","319","319","0.604334831237793","0.604334831237793","0.604334831237793","6415","6415","6415","0.7638146281242371","0.7638146281242371","0.7638146281242371","6415","6415","6415","0.9163072109222412","0.9163072109222412","0.9163072109222412"
"80","323","323","323","0.5173340439796448","0.5173340439796448","0.5173340439796448","323","323","323","0.516991138458252","0.516991138458252","0.516991138458252","323","323","323","0.5679330229759216","0.5679330229759216","0.5679330229759216","6495","6495","6495","0.9168974161148071","0.9168974161148071","0.9168974161148071","6495","6495","6495","0.9237788319587708","0.9237788319587708","0.9237788319587708","6495","6495","6495","0.7094354629516602","0.7094354629516602","0.7094354629516602","6495","6495","6495","0.8301136493682861","0.8301136493682861","0.8301136493682861","6495","6495","6495","1.0038551092147827","1.0038551092147827","1.0038551092147827","6495","6495","6495","0.9217714071273804","0.9217714071273804","0.9217714071273804","323","323","323","0.5979754328727722","0.5979754328727722","0.5979754328727722","6495","6495","6495","0.763045608997345","0.763045608997345","0.763045608997345","6495","6495","6495","0.9121487736701965","0.9121487736701965","0.9121487736701965"
"81","327","327","327","0.5143007040023804","0.5143007040023804","0.5143007040023804","327","327","327","0.51157146692276","0.51157146692276","0.51157146692276","327","327","327","0.5626526474952698","0.5626526474952698","0.5626526474952698","6575","6575","6575","0.9070716500282288","0.9070716500282288","0.9070716500282288","6575","6575","6575","0.9176542162895203","0.9176542162895203","0.9176542162895203","6575","6575","6575","0.7028107047080994","0.7028107047080994","0.7028107047080994","6575","6575","6575","0.8202157616615295","0.8202157616615295","0.8202157616615295","6575","6575","6575","0.9960840344429016","0.9960840344429016","0.9960840344429016","6575","6575","6575","0.9109140038490295","0.9109140038490295","0.9109140038490295","327","327","327","0.5884073376655579","0.5884073376655579","0.5884073376655579","6575","6575","6575","0.759578287601471","0.759578287601471","0.759578287601471","6575","6575","6575","0.9058082699775696","0.9058082699775696","0.9058082699775696"
"82","331","331","331","0.5132789611816406","0.5132789611816406","0.5132789611816406","331","331","331","0.5095399022102356","0.5095399022102356","0.5095399022102356","331","331","331","0.5629554390907288","0.5629554390907288","0.5629554390907288","6655","6655","6655","0.9083585143089294","0.9083585143089294","0.9083585143089294","6655","6655","6655","0.9053868055343628","0.9053868055343628","0.9053868055343628","6655","6655","6655","0.7013198733329773","0.7013198733329773","0.7013198733329773","6655","6655","6655","0.8180692791938782","0.8180692791938782","0.8180692791938782","6655","6655","6655","0.9908645153045654","0.9908645153045654","0.9908645153045654","6655","6655","6655","0.9096795320510864","0.9096795320510864","0.9096795320510864","331","331","331","0.5881723165512085","0.5881723165512085","0.5881723165512085","6655","6655","6655","0.7536827325820923","0.7536827325820923","0.7536827325820923","6655","6655","6655","0.9035317897796631","0.9035317897796631","0.9035317897796631"
"83","335","335","335","0.511498749256134","0.511498749256134","0.511498749256134","335","335","335","0.5097669363021851","0.5097669363021851","0.5097669363021851","335","335","335","0.5584588646888733","0.5584588646888733","0.5584588646888733","6735","6735","6735","0.9080774188041687","0.9080774188041687","0.9080774188041687","6735","6735","6735","0.9113636016845703","0.9113636016845703","0.9113636016845703","6735","6735","6735","0.6981066465377808","0.6981066465377808","0.6981066465377808","6735","6735","6735","0.8162186741828918","0.8162186741828918","0.8162186741828918","6735","6735","6735","0.9953195452690125","0.9953195452690125","0.9953195452690125","6735","6735","6735","0.9123857617378235","0.9123857617378235","0.9123857617378235","335","335","335","0.5841965079307556","0.5841965079307556","0.5841965079307556","6735","6735","6735","0.7539917826652527","0.7539917826652527","0.7539917826652527","6735","6735","6735","0.907543420791626","0.907543420791626","0.907543420791626"
"84","339","339","339","0.5041781067848206","0.5041781067848206","0.5041781067848206","339","339","339","0.49865463376045227","0.49865463376045227","0.49865463376045227","339","339","339","0.5493343472480774","0.5493343472480774","0.5493343472480774","6815","6815","6815","0.9057396054267883","0.9057396054267883","0.9057396054267883","6815","6815","6815","0.9044955968856812","0.9044955968856812","0.9044955968856812","6815","6815","6815","0.6922211050987244","0.6922211050987244","0.6922211050987244","6815","6815","6815","0.8114498257637024","0.8114498257637024","0.8114498257637024","6815","6815","6815","0.9924942255020142","0.9924942255020142","0.9924942255020142","6815","6815","6815","0.907945990562439","0.907945990562439","0.907945990562439","339","339","339","0.5762849450111389","0.5762849450111389","0.5762849450111389","6815","6815","6815","0.7487813830375671","0.7487813830375671","0.7487813830375671","6815","6815","6815","0.8975337743759155","0.8975337743759155","0.8975337743759155"
"85","343","343","343","0.5038023591041565","0.5038023591041565","0.5038023591041565","343","343","343","0.501133918762207","0.501133918762207","0.501133918762207","343","343","343","0.5493165850639343","0.5493165850639343","0.5493165850639343","6895","6895","6895","0.9046152830123901","0.9046152830123901","0.9046152830123901","6895","6895","6895","0.9040818214416504","0.9040818214416504","0.9040818214416504","6895","6895","6895","0.695471465587616","0.695471465587616","0.695471465587616","6895","6895","6895","0.8135859966278076","0.8135859966278076","0.8135859966278076","6895","6895","6895","1.0024276971817017","1.0024276971817017","1.0024276971817017","6895","6895","6895","0.9056218266487122","0.9056218266487122","0.9056218266487122","343","343","343","0.5763989090919495","0.5763989090919495","0.5763989090919495","6895","6895","6895","0.7480807304382324","0.7480807304382324","0.7480807304382324","6895","6895","6895","0.9058509469032288","0.9058509469032288","0.9058509469032288"
"86","347","347","347","0.49976256489753723","0.49976256489753723","0.49976256489753723","347","347","347","0.49552977085113525","0.49552977085113525","0.49552977085113525","347","347","347","0.5470963716506958","0.5470963716506958","0.5470963716506958","6975","6975","6975","0.9040707945823669","0.9040707945823669","0.9040707945823669","6975","6975","6975","0.9043951034545898","0.9043951034545898","0.9043951034545898","6975","6975","6975","0.6913512349128723","0.6913512349128723","0.6913512349128723","6975","6975","6975","0.8162466287612915","0.8162466287612915","0.8162466287612915","6975","6975","6975","0.9953427910804749","0.9953427910804749","0.9953427910804749","6975","6975","6975","0.9133229851722717","0.9133229851722717","0.9133229851722717","347","347","347","0.574187695980072","0.574187695980072","0.574187695980072","6975","6975","6975","0.7493932843208313","0.7493932843208313","0.7493932843208313","6975","6975","6975","0.9041514992713928","0.9041514992713928","0.9041514992713928"
"87","351","351","351","0.4985579550266266","0.4985579550266266","0.4985579550266266","351","351","351","0.4961068034172058","0.4961068034172058","0.4961068034172058","351","351","351","0.5443382263183594","0.5443382263183594","0.5443382263183594","7055","7055","7055","0.8955541253089905","0.8955541253089905","0.8955541253089905","7055","7055","7055","0.9040482044219971","0.9040482044219971","0.9040482044219971","7055","7055","7055","0.6907034516334534","0.6907034516334534","0.6907034516334534","7055","7055","7055","0.8080403208732605","0.8080403208732605","0.8080403208732605","7055","7055","7055","0.9940472841262817","0.9940472841262817","0.9940472841262817","7055","7055","7055","0.9030474424362183","0.9030474424362183","0.9030474424362183","351","351","351","0.5720468163490295","0.5720468163490295","0.5720468163490295","7055","7055","7055","0.7434404492378235","0.7434404492378235","0.7434404492378235","7055","7055","7055","0.8992058634757996","0.8992058634757996","0.8992058634757996"
"88","355","355","355","0.48552194237709045","0.48552194237709045","0.48552194237709045","355","355","355","0.4865589439868927","0.4865589439868927","0.4865589439868927","355","355","355","0.5325910449028015","0.5325910449028015","0.5325910449028015","7135","7135","7135","0.8989929556846619","0.8989929556846619","0.8989929556846619","7135","7135","7135","0.8974670171737671","0.8974670171737671","0.8974670171737671","7135","7135","7135","0.6863390803337097","0.6863390803337097","0.6863390803337097","7135","7135","7135","0.807956874370575","0.807956874370575","0.807956874370575","7135","7135","7135","0.9968369603157043","0.9968369603157043","0.9968369603157043","7135","7135","7135","0.9052606821060181","0.9052606821060181","0.9052606821060181","355","355","355","0.5611509680747986","0.5611509680747986","0.5611509680747986","7135","7135","7135","0.7420230507850647","0.7420230507850647","0.7420230507850647","7135","7135","7135","0.9038090705871582","0.9038090705871582","0.9038090705871582"
