"epoch","denim-frost-166 - _step","denim-frost-166 - _step__MIN","denim-frost-166 - _step__MAX","denim-frost-166 - train/accuracy_epoch","denim-frost-166 - train/accuracy_epoch__MIN","denim-frost-166 - train/accuracy_epoch__MAX","gallant-sun-165 - _step","gallant-sun-165 - _step__MIN","gallant-sun-165 - _step__MAX","gallant-sun-165 - train/accuracy_epoch","gallant-sun-165 - train/accuracy_epoch__MIN","gallant-sun-165 - train/accuracy_epoch__MAX","warm-elevator-164 - _step","warm-elevator-164 - _step__MIN","warm-elevator-164 - _step__MAX","warm-elevator-164 - train/accuracy_epoch","warm-elevator-164 - train/accuracy_epoch__MIN","warm-elevator-164 - train/accuracy_epoch__MAX","fresh-darkness-163 - _step","fresh-darkness-163 - _step__MIN","fresh-darkness-163 - _step__MAX","fresh-darkness-163 - train/accuracy_epoch","fresh-darkness-163 - train/accuracy_epoch__MIN","fresh-darkness-163 - train/accuracy_epoch__MAX","whole-eon-162 - _step","whole-eon-162 - _step__MIN","whole-eon-162 - _step__MAX","whole-eon-162 - train/accuracy_epoch","whole-eon-162 - train/accuracy_epoch__MIN","whole-eon-162 - train/accuracy_epoch__MAX","treasured-bush-159 - _step","treasured-bush-159 - _step__MIN","treasured-bush-159 - _step__MAX","treasured-bush-159 - train/accuracy_epoch","treasured-bush-159 - train/accuracy_epoch__MIN","treasured-bush-159 - train/accuracy_epoch__MAX","trim-water-158 - _step","trim-water-158 - _step__MIN","trim-water-158 - _step__MAX","trim-water-158 - train/accuracy_epoch","trim-water-158 - train/accuracy_epoch__MIN","trim-water-158 - train/accuracy_epoch__MAX","rose-fog-156 - _step","rose-fog-156 - _step__MIN","rose-fog-156 - _step__MAX","rose-fog-156 - train/accuracy_epoch","rose-fog-156 - train/accuracy_epoch__MIN","rose-fog-156 - train/accuracy_epoch__MAX","kind-durian-155 - _step","kind-durian-155 - _step__MIN","kind-durian-155 - _step__MAX","kind-durian-155 - train/accuracy_epoch","kind-durian-155 - train/accuracy_epoch__MIN","kind-durian-155 - train/accuracy_epoch__MAX","distinctive-disco-153 - _step","distinctive-disco-153 - _step__MIN","distinctive-disco-153 - _step__MAX","distinctive-disco-153 - train/accuracy_epoch","distinctive-disco-153 - train/accuracy_epoch__MIN","distinctive-disco-153 - train/accuracy_epoch__MAX","crisp-field-152 - _step","crisp-field-152 - _step__MIN","crisp-field-152 - _step__MAX","crisp-field-152 - train/accuracy_epoch","crisp-field-152 - train/accuracy_epoch__MIN","crisp-field-152 - train/accuracy_epoch__MAX","stoic-jazz-100 - _step","stoic-jazz-100 - _step__MIN","stoic-jazz-100 - _step__MAX","stoic-jazz-100 - train/accuracy_epoch","stoic-jazz-100 - train/accuracy_epoch__MIN","stoic-jazz-100 - train/accuracy_epoch__MAX"
"58","235","235","235","0.7791000008583069","0.7791000008583069","0.7791000008583069","235","235","235","0.7844399809837341","0.7844399809837341","0.7844399809837341","235","235","235","0.7599999904632568","0.7599999904632568","0.7599999904632568","4729","4729","4729","0.6684600114822388","0.6684600114822388","0.6684600114822388","4729","4729","4729","0.6648399829864502","0.6648399829864502","0.6648399829864502","4729","4729","4729","0.7491999864578247","0.7491999864578247","0.7491999864578247","4729","4729","4729","0.6975399851799011","0.6975399851799011","0.6975399851799011","4729","4729","4729","0.6541600227355957","0.6541600227355957","0.6541600227355957","4729","4729","4729","0.6678799986839294","0.6678799986839294","0.6678799986839294","235","235","235","0.7503399848937988","0.7503399848937988","0.7503399848937988","4729","4729","4729","0.7207800149917603","0.7207800149917603","0.7207800149917603","4729","4729","4729","0.6695799827575684","0.6695799827575684","0.6695799827575684"
"59","239","239","239","0.7844600081443787","0.7844600081443787","0.7844600081443787","239","239","239","0.7847800254821777","0.7847800254821777","0.7847800254821777","239","239","239","0.7601199746131897","0.7601199746131897","0.7601199746131897","4811","4811","4811","0.6698600053787231","0.6698600053787231","0.6698600053787231","4811","4811","4811","0.6667400002479553","0.6667400002479553","0.6667400002479553","4811","4811","4811","0.7448400259017944","0.7448400259017944","0.7448400259017944","4811","4811","4811","0.6977999806404114","0.6977999806404114","0.6977999806404114","4811","4811","4811","0.653219997882843","0.653219997882843","0.653219997882843","4811","4811","4811","0.6675199866294861","0.6675199866294861","0.6675199866294861","239","239","239","0.7523800134658813","0.7523800134658813","0.7523800134658813","4811","4811","4811","0.7199199795722961","0.7199199795722961","0.7199199795722961","4811","4811","4811","0.6707199811935425","0.6707199811935425","0.6707199811935425"
"60","243","243","243","0.785040020942688","0.785040020942688","0.785040020942688","243","243","243","0.7861599922180176","0.7861599922180176","0.7861599922180176","243","243","243","0.7623599767684937","0.7623599767684937","0.7623599767684937","4891","4891","4891","0.670199990272522","0.670199990272522","0.670199990272522","4891","4891","4891","0.6687999963760376","0.6687999963760376","0.6687999963760376","4891","4891","4891","0.7494400143623352","0.7494400143623352","0.7494400143623352","4891","4891","4891","0.7006400227546692","0.7006400227546692","0.7006400227546692","4891","4891","4891","0.6551399827003479","0.6551399827003479","0.6551399827003479","4891","4891","4891","0.6679999828338623","0.6679999828338623","0.6679999828338623","243","243","243","0.7536600232124329","0.7536600232124329","0.7536600232124329","4891","4891","4891","0.7231600284576416","0.7231600284576416","0.7231600284576416","4891","4891","4891","0.6692000031471252","0.6692000031471252","0.6692000031471252"
"61","247","247","247","0.7881799936294556","0.7881799936294556","0.7881799936294556","247","247","247","0.7871999740600586","0.7871999740600586","0.7871999740600586","247","247","247","0.7648400068283081","0.7648400068283081","0.7648400068283081","4971","4971","4971","0.6704400181770325","0.6704400181770325","0.6704400181770325","4971","4971","4971","0.6662600040435791","0.6662600040435791","0.6662600040435791","4971","4971","4971","0.7460200190544128","0.7460200190544128","0.7460200190544128","4971","4971","4971","0.6997600197792053","0.6997600197792053","0.6997600197792053","4971","4971","4971","0.652459979057312","0.652459979057312","0.652459979057312","4971","4971","4971","0.6617599725723267","0.6617599725723267","0.6617599725723267","247","247","247","0.7559000253677368","0.7559000253677368","0.7559000253677368","4971","4971","4971","0.7214800119400024","0.7214800119400024","0.7214800119400024","4971","4971","4971","0.6693999767303467","0.6693999767303467","0.6693999767303467"
"62","251","251","251","0.7899600267410278","0.7899600267410278","0.7899600267410278","251","251","251","0.7929999828338623","0.7929999828338623","0.7929999828338623","251","251","251","0.7685800194740295","0.7685800194740295","0.7685800194740295","5051","5051","5051","0.6668999791145325","0.6668999791145325","0.6668999791145325","5051","5051","5051","0.6687600016593933","0.6687600016593933","0.6687600016593933","5051","5051","5051","0.7504600286483765","0.7504600286483765","0.7504600286483765","5051","5051","5051","0.703220009803772","0.703220009803772","0.703220009803772","5051","5051","5051","0.6504999995231628","0.6504999995231628","0.6504999995231628","5051","5051","5051","0.6655600070953369","0.6655600070953369","0.6655600070953369","251","251","251","0.7589600086212158","0.7589600086212158","0.7589600086212158","5051","5051","5051","0.7238600254058838","0.7238600254058838","0.7238600254058838","5051","5051","5051","0.6678199768066406","0.6678199768066406","0.6678199768066406"
"63","255","255","255","0.7914199829101562","0.7914199829101562","0.7914199829101562","255","255","255","0.7937600016593933","0.7937600016593933","0.7937600016593933","255","255","255","0.7712799906730652","0.7712799906730652","0.7712799906730652","5131","5131","5131","0.6686400175094604","0.6686400175094604","0.6686400175094604","5131","5131","5131","0.6672800183296204","0.6672800183296204","0.6672800183296204","5131","5131","5131","0.7491400241851807","0.7491400241851807","0.7491400241851807","5131","5131","5131","0.7010599970817566","0.7010599970817566","0.7010599970817566","5131","5131","5131","0.6540799736976624","0.6540799736976624","0.6540799736976624","5131","5131","5131","0.6651600003242493","0.6651600003242493","0.6651600003242493","255","255","255","0.7598000168800354","0.7598000168800354","0.7598000168800354","5131","5131","5131","0.7211400270462036","0.7211400270462036","0.7211400270462036","5131","5131","5131","0.6713600158691406","0.6713600158691406","0.6713600158691406"
"64","259","259","259","0.793720006942749","0.793720006942749","0.793720006942749","259","259","259","0.7977799773216248","0.7977799773216248","0.7977799773216248","259","259","259","0.7712600231170654","0.7712600231170654","0.7712600231170654","5211","5211","5211","0.667959988117218","0.667959988117218","0.667959988117218","5211","5211","5211","0.6709200143814087","0.6709200143814087","0.6709200143814087","5211","5211","5211","0.7478600144386292","0.7478600144386292","0.7478600144386292","5211","5211","5211","0.6997600197792053","0.6997600197792053","0.6997600197792053","5211","5211","5211","0.6488400101661682","0.6488400101661682","0.6488400101661682","5211","5211","5211","0.6672199964523315","0.6672199964523315","0.6672199964523315","259","259","259","0.7643799781799316","0.7643799781799316","0.7643799781799316","5211","5211","5211","0.7251999974250793","0.7251999974250793","0.7251999974250793","5211","5211","5211","0.6701800227165222","0.6701800227165222","0.6701800227165222"
"65","263","263","263","0.7954000234603882","0.7954000234603882","0.7954000234603882","263","263","263","0.7981600165367126","0.7981600165367126","0.7981600165367126","263","263","263","0.7737600207328796","0.7737600207328796","0.7737600207328796","5291","5291","5291","0.6726599931716919","0.6726599931716919","0.6726599931716919","5291","5291","5291","0.6727399826049805","0.6727399826049805","0.6727399826049805","5291","5291","5291","0.752020001411438","0.752020001411438","0.752020001411438","5291","5291","5291","0.7049199938774109","0.7049199938774109","0.7049199938774109","5291","5291","5291","0.6530200242996216","0.6530200242996216","0.6530200242996216","5291","5291","5291","0.6704599857330322","0.6704599857330322","0.6704599857330322","263","263","263","0.7651600241661072","0.7651600241661072","0.7651600241661072","5291","5291","5291","0.7277600169181824","0.7277600169181824","0.7277600169181824","5291","5291","5291","0.6744199991226196","0.6744199991226196","0.6744199991226196"
"66","267","267","267","0.7952200174331665","0.7952200174331665","0.7952200174331665","267","267","267","0.8001999855041504","0.8001999855041504","0.8001999855041504","267","267","267","0.7779600024223328","0.7779600024223328","0.7779600024223328","5371","5371","5371","0.6726400256156921","0.6726400256156921","0.6726400256156921","5371","5371","5371","0.670799970626831","0.670799970626831","0.670799970626831","5371","5371","5371","0.7531999945640564","0.7531999945640564","0.7531999945640564","5371","5371","5371","0.704259991645813","0.704259991645813","0.704259991645813","5371","5371","5371","0.6534199714660645","0.6534199714660645","0.6534199714660645","5371","5371","5371","0.6718000173568726","0.6718000173568726","0.6718000173568726","267","267","267","0.7684199810028076","0.7684199810028076","0.7684199810028076","5371","5371","5371","0.7266200184822083","0.7266200184822083","0.7266200184822083","5371","5371","5371","0.6721199750900269","0.6721199750900269","0.6721199750900269"
"67","271","271","271","0.7978799939155579","0.7978799939155579","0.7978799939155579","271","271","271","0.7984600067138672","0.7984600067138672","0.7984600067138672","271","271","271","0.7783399820327759","0.7783399820327759","0.7783399820327759","5451","5451","5451","0.6736000180244446","0.6736000180244446","0.6736000180244446","5451","5451","5451","0.6721000075340271","0.6721000075340271","0.6721000075340271","5451","5451","5451","0.7524799704551697","0.7524799704551697","0.7524799704551697","5451","5451","5451","0.7051600217819214","0.7051600217819214","0.7051600217819214","5451","5451","5451","0.6503400206565857","0.6503400206565857","0.6503400206565857","5451","5451","5451","0.6707000136375427","0.6707000136375427","0.6707000136375427","271","271","271","0.768779993057251","0.768779993057251","0.768779993057251","5451","5451","5451","0.7266600131988525","0.7266600131988525","0.7266600131988525","5451","5451","5451","0.6703199744224548","0.6703199744224548","0.6703199744224548"
"68","275","275","275","0.8004199862480164","0.8004199862480164","0.8004199862480164","275","275","275","0.7997199892997742","0.7997199892997742","0.7997199892997742","275","275","275","0.7793200016021729","0.7793200016021729","0.7793200016021729","5531","5531","5531","0.6733400225639343","0.6733400225639343","0.6733400225639343","5531","5531","5531","0.6695799827575684","0.6695799827575684","0.6695799827575684","5531","5531","5531","0.7526800036430359","0.7526800036430359","0.7526800036430359","5531","5531","5531","0.7017999887466431","0.7017999887466431","0.7017999887466431","5531","5531","5531","0.6510800123214722","0.6510800123214722","0.6510800123214722","5531","5531","5531","0.6700000166893005","0.6700000166893005","0.6700000166893005","275","275","275","0.7706599831581116","0.7706599831581116","0.7706599831581116","5531","5531","5531","0.7287200093269348","0.7287200093269348","0.7287200093269348","5531","5531","5531","0.6727200150489807","0.6727200150489807","0.6727200150489807"
"69","279","279","279","0.8007799983024597","0.8007799983024597","0.8007799983024597","279","279","279","0.8037199974060059","0.8037199974060059","0.8037199974060059","279","279","279","0.781000018119812","0.781000018119812","0.781000018119812","5613","5613","5613","0.6703799962997437","0.6703799962997437","0.6703799962997437","5613","5613","5613","0.6716200113296509","0.6716200113296509","0.6716200113296509","5613","5613","5613","0.7526599764823914","0.7526599764823914","0.7526599764823914","5613","5613","5613","0.7044000029563904","0.7044000029563904","0.7044000029563904","5613","5613","5613","0.6513400077819824","0.6513400077819824","0.6513400077819824","5613","5613","5613","0.6718400120735168","0.6718400120735168","0.6718400120735168","279","279","279","0.7717999815940857","0.7717999815940857","0.7717999815940857","5613","5613","5613","0.7262200117111206","0.7262200117111206","0.7262200117111206","5613","5613","5613","0.6747199892997742","0.6747199892997742","0.6747199892997742"
"70","283","283","283","0.802619993686676","0.802619993686676","0.802619993686676","283","283","283","0.8022000193595886","0.8022000193595886","0.8022000193595886","283","283","283","0.7839199900627136","0.7839199900627136","0.7839199900627136","5693","5693","5693","0.671999990940094","0.671999990940094","0.671999990940094","5693","5693","5693","0.6723200082778931","0.6723200082778931","0.6723200082778931","5693","5693","5693","0.7533599734306335","0.7533599734306335","0.7533599734306335","5693","5693","5693","0.7046399712562561","0.7046399712562561","0.7046399712562561","5693","5693","5693","0.6473199725151062","0.6473199725151062","0.6473199725151062","5693","5693","5693","0.6718400120735168","0.6718400120735168","0.6718400120735168","283","283","283","0.7753199934959412","0.7753199934959412","0.7753199934959412","5693","5693","5693","0.7273600101470947","0.7273600101470947","0.7273600101470947","5693","5693","5693","0.6737200021743774","0.6737200021743774","0.6737200021743774"
"71","287","287","287","0.8022199869155884","0.8022199869155884","0.8022199869155884","287","287","287","0.8048400282859802","0.8048400282859802","0.8048400282859802","287","287","287","0.7839000225067139","0.7839000225067139","0.7839000225067139","5773","5773","5773","0.6777399778366089","0.6777399778366089","0.6777399778366089","5773","5773","5773","0.6761199831962585","0.6761199831962585","0.6761199831962585","5773","5773","5773","0.7572000026702881","0.7572000026702881","0.7572000026702881","5773","5773","5773","0.7067199945449829","0.7067199945449829","0.7067199945449829","5773","5773","5773","0.6524800062179565","0.6524800062179565","0.6524800062179565","5773","5773","5773","0.6754800081253052","0.6754800081253052","0.6754800081253052","287","287","287","0.775160014629364","0.775160014629364","0.775160014629364","5773","5773","5773","0.7297199964523315","0.7297199964523315","0.7297199964523315","5773","5773","5773","0.6736999750137329","0.6736999750137329","0.6736999750137329"
"72","291","291","291","0.8044999837875366","0.8044999837875366","0.8044999837875366","291","291","291","0.8049399852752686","0.8049399852752686","0.8049399852752686","291","291","291","0.7893400192260742","0.7893400192260742","0.7893400192260742","5853","5853","5853","0.6723399758338928","0.6723399758338928","0.6723399758338928","5853","5853","5853","0.6726199984550476","0.6726199984550476","0.6726199984550476","5853","5853","5853","0.7567800283432007","0.7567800283432007","0.7567800283432007","5853","5853","5853","0.7055799961090088","0.7055799961090088","0.7055799961090088","5853","5853","5853","0.6535599827766418","0.6535599827766418","0.6535599827766418","5853","5853","5853","0.6761999726295471","0.6761999726295471","0.6761999726295471","291","291","291","0.7789599895477295","0.7789599895477295","0.7789599895477295","5853","5853","5853","0.7291399836540222","0.7291399836540222","0.7291399836540222","5853","5853","5853","0.6771199703216553","0.6771199703216553","0.6771199703216553"
"73","295","295","295","0.8080400228500366","0.8080400228500366","0.8080400228500366","295","295","295","0.8083599805831909","0.8083599805831909","0.8083599805831909","295","295","295","0.7915199995040894","0.7915199995040894","0.7915199995040894","5933","5933","5933","0.6732000112533569","0.6732000112533569","0.6732000112533569","5933","5933","5933","0.6746000051498413","0.6746000051498413","0.6746000051498413","5933","5933","5933","0.7572199702262878","0.7572199702262878","0.7572199702262878","5933","5933","5933","0.7072799801826477","0.7072799801826477","0.7072799801826477","5933","5933","5933","0.6524199843406677","0.6524199843406677","0.6524199843406677","5933","5933","5933","0.6757199764251709","0.6757199764251709","0.6757199764251709","295","295","295","0.77920001745224","0.77920001745224","0.77920001745224","5933","5933","5933","0.7322400212287903","0.7322400212287903","0.7322400212287903","5933","5933","5933","0.675320029258728","0.675320029258728","0.675320029258728"
"74","299","299","299","0.810699999332428","0.810699999332428","0.810699999332428","299","299","299","0.8107600212097168","0.8107600212097168","0.8107600212097168","299","299","299","0.790880024433136","0.790880024433136","0.790880024433136","6013","6013","6013","0.6779599785804749","0.6779599785804749","0.6779599785804749","6013","6013","6013","0.6777399778366089","0.6777399778366089","0.6777399778366089","6013","6013","6013","0.759880006313324","0.759880006313324","0.759880006313324","6013","6013","6013","0.7099199891090393","0.7099199891090393","0.7099199891090393","6013","6013","6013","0.6495400071144104","0.6495400071144104","0.6495400071144104","6013","6013","6013","0.6751400232315063","0.6751400232315063","0.6751400232315063","299","299","299","0.7805399894714355","0.7805399894714355","0.7805399894714355","6013","6013","6013","0.7334399819374084","0.7334399819374084","0.7334399819374084","6013","6013","6013","0.6772400140762329","0.6772400140762329","0.6772400140762329"
"75","303","303","303","0.8108999729156494","0.8108999729156494","0.8108999729156494","303","303","303","0.8110399842262268","0.8110399842262268","0.8110399842262268","303","303","303","0.7934799790382385","0.7934799790382385","0.7934799790382385","6093","6093","6093","0.6801599860191345","0.6801599860191345","0.6801599860191345","6093","6093","6093","0.676639974117279","0.676639974117279","0.676639974117279","6093","6093","6093","0.7581599950790405","0.7581599950790405","0.7581599950790405","6093","6093","6093","0.7096800208091736","0.7096800208091736","0.7096800208091736","6093","6093","6093","0.6499599814414978","0.6499599814414978","0.6499599814414978","6093","6093","6093","0.6736599802970886","0.6736599802970886","0.6736599802970886","303","303","303","0.7821400165557861","0.7821400165557861","0.7821400165557861","6093","6093","6093","0.735480010509491","0.735480010509491","0.735480010509491","6093","6093","6093","0.6778799891471863","0.6778799891471863","0.6778799891471863"
"76","307","307","307","0.8108000159263611","0.8108000159263611","0.8108000159263611","307","307","307","0.8119999766349792","0.8119999766349792","0.8119999766349792","307","307","307","0.7947800159454346","0.7947800159454346","0.7947800159454346","6173","6173","6173","0.6766999959945679","0.6766999959945679","0.6766999959945679","6173","6173","6173","0.6753000020980835","0.6753000020980835","0.6753000020980835","6173","6173","6173","0.7605800032615662","0.7605800032615662","0.7605800032615662","6173","6173","6173","0.70933997631073","0.70933997631073","0.70933997631073","6173","6173","6173","0.6516799926757812","0.6516799926757812","0.6516799926757812","6173","6173","6173","0.6736000180244446","0.6736000180244446","0.6736000180244446","307","307","307","0.7854999899864197","0.7854999899864197","0.7854999899864197","6173","6173","6173","0.7306600213050842","0.7306600213050842","0.7306600213050842","6173","6173","6173","0.6752399802207947","0.6752399802207947","0.6752399802207947"
"77","311","311","311","0.8108800053596497","0.8108800053596497","0.8108800053596497","311","311","311","0.8103799819946289","0.8103799819946289","0.8103799819946289","311","311","311","0.7930799722671509","0.7930799722671509","0.7930799722671509","6253","6253","6253","0.6755200028419495","0.6755200028419495","0.6755200028419495","6253","6253","6253","0.6772199869155884","0.6772199869155884","0.6772199869155884","6253","6253","6253","0.7624599933624268","0.7624599933624268","0.7624599933624268","6253","6253","6253","0.7081999778747559","0.7081999778747559","0.7081999778747559","6253","6253","6253","0.6474000215530396","0.6474000215530396","0.6474000215530396","6253","6253","6253","0.6765599846839905","0.6765599846839905","0.6765599846839905","311","311","311","0.7834799885749817","0.7834799885749817","0.7834799885749817","6253","6253","6253","0.7326800227165222","0.7326800227165222","0.7326800227165222","6253","6253","6253","0.6775599718093872","0.6775599718093872","0.6775599718093872"
"78","315","315","315","0.8135200142860413","0.8135200142860413","0.8135200142860413","315","315","315","0.8154000043869019","0.8154000043869019","0.8154000043869019","315","315","315","0.7960799932479858","0.7960799932479858","0.7960799932479858","6333","6333","6333","0.677839994430542","0.677839994430542","0.677839994430542","6333","6333","6333","0.6803799867630005","0.6803799867630005","0.6803799867630005","6333","6333","6333","0.7635800242424011","0.7635800242424011","0.7635800242424011","6333","6333","6333","0.7115399837493896","0.7115399837493896","0.7115399837493896","6333","6333","6333","0.648360013961792","0.648360013961792","0.648360013961792","6333","6333","6333","0.6808199882507324","0.6808199882507324","0.6808199882507324","315","315","315","0.7879599928855896","0.7879599928855896","0.7879599928855896","6333","6333","6333","0.7347000241279602","0.7347000241279602","0.7347000241279602","6333","6333","6333","0.6789399981498718","0.6789399981498718","0.6789399981498718"
"79","319","319","319","0.815559983253479","0.815559983253479","0.815559983253479","319","319","319","0.8169999718666077","0.8169999718666077","0.8169999718666077","319","319","319","0.8001199960708618","0.8001199960708618","0.8001199960708618","6415","6415","6415","0.6785200238227844","0.6785200238227844","0.6785200238227844","6415","6415","6415","0.6753399968147278","0.6753399968147278","0.6753399968147278","6415","6415","6415","0.76555997133255","0.76555997133255","0.76555997133255","6415","6415","6415","0.7106999754905701","0.7106999754905701","0.7106999754905701","6415","6415","6415","0.6509600281715393","0.6509600281715393","0.6509600281715393","6415","6415","6415","0.6761199831962585","0.6761199831962585","0.6761199831962585","319","319","319","0.7894999980926514","0.7894999980926514","0.7894999980926514","6415","6415","6415","0.7401599884033203","0.7401599884033203","0.7401599884033203","6415","6415","6415","0.6770600080490112","0.6770600080490112","0.6770600080490112"
"80","323","323","323","0.817080020904541","0.817080020904541","0.817080020904541","323","323","323","0.8182399868965149","0.8182399868965149","0.8182399868965149","323","323","323","0.8014799952507019","0.8014799952507019","0.8014799952507019","6495","6495","6495","0.6804800033569336","0.6804800033569336","0.6804800033569336","6495","6495","6495","0.6772400140762329","0.6772400140762329","0.6772400140762329","6495","6495","6495","0.7643200159072876","0.7643200159072876","0.7643200159072876","6495","6495","6495","0.7099000215530396","0.7099000215530396","0.7099000215530396","6495","6495","6495","0.6484000086784363","0.6484000086784363","0.6484000086784363","6495","6495","6495","0.6774200201034546","0.6774200201034546","0.6774200201034546","323","323","323","0.7915400266647339","0.7915400266647339","0.7915400266647339","6495","6495","6495","0.7385200262069702","0.7385200262069702","0.7385200262069702","6495","6495","6495","0.6837199926376343","0.6837199926376343","0.6837199926376343"
"81","327","327","327","0.8198599815368652","0.8198599815368652","0.8198599815368652","327","327","327","0.8203200101852417","0.8203200101852417","0.8203200101852417","327","327","327","0.8027999997138977","0.8027999997138977","0.8027999997138977","6575","6575","6575","0.6822199821472168","0.6822199821472168","0.6822199821472168","6575","6575","6575","0.6776599884033203","0.6776599884033203","0.6776599884033203","6575","6575","6575","0.7669000029563904","0.7669000029563904","0.7669000029563904","6575","6575","6575","0.714739978313446","0.714739978313446","0.714739978313446","6575","6575","6575","0.6517400145530701","0.6517400145530701","0.6517400145530701","6575","6575","6575","0.6836199760437012","0.6836199760437012","0.6836199760437012","327","327","327","0.7932599782943726","0.7932599782943726","0.7932599782943726","6575","6575","6575","0.7406600117683411","0.7406600117683411","0.7406600117683411","6575","6575","6575","0.681879997253418","0.681879997253418","0.681879997253418"
"82","331","331","331","0.8187999725341797","0.8187999725341797","0.8187999725341797","331","331","331","0.8195199966430664","0.8195199966430664","0.8195199966430664","331","331","331","0.8026800155639648","0.8026800155639648","0.8026800155639648","6655","6655","6655","0.6810799837112427","0.6810799837112427","0.6810799837112427","6655","6655","6655","0.6793400049209595","0.6793400049209595","0.6793400049209595","6655","6655","6655","0.7665799856185913","0.7665799856185913","0.7665799856185913","6655","6655","6655","0.714900016784668","0.714900016784668","0.714900016784668","6655","6655","6655","0.6540200114250183","0.6540200114250183","0.6540200114250183","6655","6655","6655","0.6801400184631348","0.6801400184631348","0.6801400184631348","331","331","331","0.794439971446991","0.794439971446991","0.794439971446991","6655","6655","6655","0.7401400208473206","0.7401400208473206","0.7401400208473206","6655","6655","6655","0.6838200092315674","0.6838200092315674","0.6838200092315674"
"83","335","335","335","0.8213599920272827","0.8213599920272827","0.8213599920272827","335","335","335","0.8219199776649475","0.8219199776649475","0.8219199776649475","335","335","335","0.8042799830436707","0.8042799830436707","0.8042799830436707","6735","6735","6735","0.6831799745559692","0.6831799745559692","0.6831799745559692","6735","6735","6735","0.6837199926376343","0.6837199926376343","0.6837199926376343","6735","6735","6735","0.7684599757194519","0.7684599757194519","0.7684599757194519","6735","6735","6735","0.7168999910354614","0.7168999910354614","0.7168999910354614","6735","6735","6735","0.6518599987030029","0.6518599987030029","0.6518599987030029","6735","6735","6735","0.6815599799156189","0.6815599799156189","0.6815599799156189","335","335","335","0.795199990272522","0.795199990272522","0.795199990272522","6735","6735","6735","0.7397599816322327","0.7397599816322327","0.7397599816322327","6735","6735","6735","0.6819000244140625","0.6819000244140625","0.6819000244140625"
"84","339","339","339","0.821619987487793","0.821619987487793","0.821619987487793","339","339","339","0.8217200040817261","0.8217200040817261","0.8217200040817261","339","339","339","0.8063399791717529","0.8063399791717529","0.8063399791717529","6815","6815","6815","0.6848599910736084","0.6848599910736084","0.6848599910736084","6815","6815","6815","0.6827999949455261","0.6827999949455261","0.6827999949455261","6815","6815","6815","0.7700200080871582","0.7700200080871582","0.7700200080871582","6815","6815","6815","0.7192599773406982","0.7192599773406982","0.7192599773406982","6815","6815","6815","0.6541000008583069","0.6541000008583069","0.6541000008583069","6815","6815","6815","0.6825600266456604","0.6825600266456604","0.6825600266456604","339","339","339","0.7987800240516663","0.7987800240516663","0.7987800240516663","6815","6815","6815","0.7430800199508667","0.7430800199508667","0.7430800199508667","6815","6815","6815","0.686240017414093","0.686240017414093","0.686240017414093"
"85","343","343","343","0.8225200176239014","0.8225200176239014","0.8225200176239014","343","343","343","0.8243799805641174","0.8243799805641174","0.8243799805641174","343","343","343","0.8094199895858765","0.8094199895858765","0.8094199895858765","6895","6895","6895","0.6821799874305725","0.6821799874305725","0.6821799874305725","6895","6895","6895","0.6815000176429749","0.6815000176429749","0.6815000176429749","6895","6895","6895","0.7673799991607666","0.7673799991607666","0.7673799991607666","6895","6895","6895","0.7172799706459045","0.7172799706459045","0.7172799706459045","6895","6895","6895","0.6497200131416321","0.6497200131416321","0.6497200131416321","6895","6895","6895","0.6847400069236755","0.6847400069236755","0.6847400069236755","343","343","343","0.7982800006866455","0.7982800006866455","0.7982800006866455","6895","6895","6895","0.7414600253105164","0.7414600253105164","0.7414600253105164","6895","6895","6895","0.6799399852752686","0.6799399852752686","0.6799399852752686"
"86","347","347","347","0.8240000009536743","0.8240000009536743","0.8240000009536743","347","347","347","0.8269199728965759","0.8269199728965759","0.8269199728965759","347","347","347","0.8081200122833252","0.8081200122833252","0.8081200122833252","6975","6975","6975","0.682699978351593","0.682699978351593","0.682699978351593","6975","6975","6975","0.684440016746521","0.684440016746521","0.684440016746521","6975","6975","6975","0.7707200050354004","0.7707200050354004","0.7707200050354004","6975","6975","6975","0.7164400219917297","0.7164400219917297","0.7164400219917297","6975","6975","6975","0.6502799987792969","0.6502799987792969","0.6502799987792969","6975","6975","6975","0.6818400025367737","0.6818400025367737","0.6818400025367737","347","347","347","0.8000800013542175","0.8000800013542175","0.8000800013542175","6975","6975","6975","0.7433800101280212","0.7433800101280212","0.7433800101280212","6975","6975","6975","0.6845999956130981","0.6845999956130981","0.6845999956130981"
